Upload Image,Confidence threshold,IoU threshold,Result,timestamp
.gradio\flagged\Upload Image\680ea14c13b2111b87df\1.jpeg,0.15,0.45,.gradio\flagged\Result\fe4f5881a83cc61dfabe\image.webp,2025-10-15 13:30:05.651001
